food_id,food_name,changes,pairing_group,pairing_role,is_recommendable_food,exclusion_reason
FD0567,jantung pisang segar,main_ingredient:buah->sayuran; food_category:buah->sayuran; recommendation_item_type:fruit->vegetable; raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0568,japilus,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0569,jaruk tigarun,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0570,jawawut,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0571,jenang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0572,jengkol segar,raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0573,jeruk bali,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0574,jeruk banjar segar,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0575,jeruk garut,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0576,jeruk kalamansi segar,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0577,jeruk manis,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0578,jeruk nipis,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0580,jotang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0581,jukku pallu kaloa masakan,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0584,kabuto,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0585,kacang andong,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0586,kacang arab,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0587,kacang atom,food_category:lainnya->snack_dessert; recommendation_item_type:local_food_or_menu->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0588,kacang babi kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False; is_halal_candidate:True->False; contains_non_halal_ingredient:False->True,protein_ingredient,invalid,False,protein_not_ready_as_dish|ambiguous_babi_term_review
FD0589,kacang belimbing kecipir kering,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0590,kacang belimbing rebus,recommendation_item_type:menu->fruit; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0591,kacang belimbing tempe,suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0593,kacang bogor goreng,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0595,kacang bogor rebus,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0597,kacang endel biji,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0600,kacang goyang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0601,kacang gude biji,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0603,kacang gude biji muda,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0604,kacang gude muda,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0605,kacang gude rebus,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0606,kacang hijau kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0607,kacang hijau rebus,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0608,kacang hijau var bakti kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0609,kacang hijau var siwalik kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0611,kacang ijo,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0612,kacang kapri goreng,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0613,kacang kapri muda,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0614,kacang kedelai basah,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0615,kacang kedelai goreng,food_category:gorengan->lauk_nabati; suitable_breakfast:False->True,traditional_protein,protein,True,
FD0616,kacang kedelai kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0617,kacang kedelai kukus,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0618,kacang kedelai rebus,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0625,kacang merah,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0626,kacang merah banda kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0627,kacang merah kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0628,kacang merah kering rebus,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0630,kacang merah segar rebus,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0631,kacang merah tua kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0632,kacang metebiji jambu monyet goreng,recommendation_item_type:menu->fruit; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0633,kacang metebiji jambu monyet segar,suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0634,kacang negara,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0635,kacang panjang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0636,kacang panjang biji,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0637,kacang panjang kukus,suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0638,kacang panjang tumis,suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0639,kacang ranti polong,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0640,kacang sukro,food_category:lainnya->snack_dessert; recommendation_item_type:local_food_or_menu->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0641,kacang sukro putih,food_category:lainnya->snack_dessert; recommendation_item_type:local_food_or_menu->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0642,kacang tanah atom,food_category:lauk_nabati->snack_dessert; recommendation_item_type:plant_protein->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0643,kacang tanah goreng,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0644,kacang tanah kacang sari,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0645,kacang tanah kering,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0646,kacang tanah rebus,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0647,kacang tanah rebus berkulit,suitable_breakfast:False->True,traditional_protein,protein,True,
FD0648,kacang tanah rempeyek,food_category:gorengan->snack_dessert; recommendation_item_type:menu->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0649,kacang tanah sangan berselaput,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0650,kacang tanah sangan tanpa selaput,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0651,kacang tanah sari,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0653,kacang tolo rebus,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0654,kacang tunggak tolo,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0655,kacang tunggak rebus,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0656,kacang tunggak rempeyek,food_category:gorengan->snack_dessert; recommendation_item_type:menu->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0660,kadada katembe,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0661,kaholeo masakan,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0662,kakap,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0663,kalakai,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0664,kalio jeroan masakan,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0665,kalio kikil tunjang masakan,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0666,kalio otak masakan,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0669,kambose,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0670,kangkung,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0671,kangkung kukus,suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0672,kangkung rebus,suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0673,kangkung tondano,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0674,kangkung tumis,suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0675,kaparende sayur,main_ingredient:other->sayuran; suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0676,kapri muda,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0677,kapurung,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0678,kapusa,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0679,karawila,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0680,karedok,main_ingredient:other->sayuran; recommendation_item_type:local_food_or_menu->menu; suitable_breakfast:False->True,complete_menu,complete,True,
FD0681,karedok sayur,main_ingredient:other->sayuran; recommendation_item_type:vegetable->menu; suitable_breakfast:False->True,complete_menu,complete,True,
FD0682,karoket,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0683,katak,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False; is_halal_candidate:False->True,unknown,invalid,False,unclear_food_context
FD0685,katul jagung,food_category:sayuran->karbohidrat_pokok; recommendation_item_type:vegetable->staple,savory_staple,staple,True,
FD0688,kecimpring singkong goreng,recommendation_item_type:menu->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0689,kecipir biji,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0690,kecipir buah muda,suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0693,kedondong segar,suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0694,keju,recommendation_item_type:local_food_or_menu->dairy; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,dairy_pairing,dairy,True,
FD0695,keju kacang tanah,food_category:lauk_nabati->snack_dessert; recommendation_item_type:local_food_or_menu->snack; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0696,kelapa hutan kering,suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0697,kelapa muda air,is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,drink,drink,False,non_dairy_drink_not_used_in_meal_combo
FD0698,kelapa muda daging,main_ingredient:other->sapi; food_category:buah->lauk_hewani; recommendation_item_type:fruit->protein_dish; is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0699,kelapa setengah tua daging,main_ingredient:other->sapi; food_category:buah->lauk_hewani; recommendation_item_type:fruit->protein_dish; is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0700,kelapa tua daging,main_ingredient:other->sapi; food_category:buah->lauk_hewani; recommendation_item_type:fruit->protein_dish; is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0701,kelepon,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0702,kelewih,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0704,kemang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0705,kembang tahu,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0706,kembang turi,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0708,kenari,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0712,keong,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False; is_halal_candidate:False->True,unknown,invalid,False,unclear_food_context
FD0713,kepala susu krim,suitable_lunch:True->False,dairy_pairing,dairy,True,
FD0714,kepiting,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0715,kerang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0719,keremes,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0721,keripik bayam,main_ingredient:ayam->sayuran; food_category:sayuran->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0722,keripik gadung,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0723,keripik kentang,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0724,keripik lampung,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0725,keripik oncom,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0726,keripik singkong,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0727,keripik singkong berbumbu,recommendation_item_type:snack->ingredient; ingredient_only_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,invalid,invalid,False,ingredient_only|not_ready_to_eat
FD0728,keripik tempe,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0729,keripik tempe abadi murni,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0730,keripik tempe abadi sedang,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0731,keripik tempe abadi telur,main_ingredient:telur->kedelai; food_category:lauk_hewani->snack_dessert; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0732,keripik ubi,main_ingredient:other->singkong; food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0734,kerupuk aci,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0735,kerupuk cumi goreng,food_category:lauk_hewani->gorengan; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0736,kerupuk ikan berpati,recommendation_item_type:snack->ingredient; ingredient_only_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,invalid,invalid,False,ingredient_only|not_ready_to_eat
FD0738,kerupuk kemplang goreng,suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0739,kerupuk kemplang panggang,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0740,kerupuk kulit kerbau,food_category:gorengan->snack_dessert; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,False,not_normal_serving_food
FD0742,kerupuk melinjo tebal goreng asin,suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0743,kerupuk melinjo tebal goreng manis,suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0744,kerupuk melinjo tipis goreng,suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0745,kerupuk mie kuning goreng,suitable_lunch:True->False,savory_snack,snack,True,
FD0746,kerupuk sayong,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0747,kerupuk udang,food_category:lauk_hewani->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0748,kerupuk udang goreng,food_category:lauk_hewani->gorengan; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0749,kerupuk urat,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0750,kesemek,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0753,ketapang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0754,ketela pohon kuning,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0756,ketela pohonsingkong kukus,food_category:lainnya->karbohidrat_pokok; suitable_breakfast:False->True,savory_staple,staple,True,
FD0757,ketimun,suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0758,ketimun madura segar,suitable_breakfast:False->True,cooked_or_ready_vegetable,vegetable,True,
FD0759,ketoprak,is_recommendable_food:True->False; suitable_lunch:True->False,unknown,invalid,False,unclear_food_context
FD0762,ketupat tahu,food_category:karbohidrat_pokok->lauk_nabati; recommendation_item_type:staple->plant_protein; is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0763,kluwek,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0765,kokosan,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0767,kool kembang,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0768,kool merah kool putih,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0769,kopi bagian yang larut,is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False,drink,drink,False,not_normal_serving_food|non_dairy_drink_not_used_in_meal_combo
FD0772,koro benguk biji,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0773,koro benguk tempe,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,protein_ingredient,invalid,False,protein_not_ready_as_dish
FD0774,koro kerupuk biji,food_category:gorengan->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0775,koro loke biji,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0776,koro roway biji,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0777,koro wedus biji,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0778,koro wedus buah muda,suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,fruit_side,fruit,True,
FD0779,koro wedus polong,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0780,kotiu hinela tawang nggole,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0781,koya,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0782,koya mirasa,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0784,kripik tempe goreng,recommendation_item_type:menu->snack; suitable_lunch:True->False; suitable_dinner:True->False,savory_snack,snack,True,
FD0785,krokot,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0786,kucai,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0787,kucai muda lokio,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0789,kue ali,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0790,kue apem,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0791,kue bangket,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0792,kue bugis,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0794,kue kelapa,food_category:buah->snack_dessert; suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0795,kue koya,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0796,kue lumpur,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0797,kue mangkok,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0798,kue pacar cina,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0799,kue pia,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0800,kue putu cangkir,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0801,kue putu singkong,main_ingredient:terigu->singkong; food_category:karbohidrat_pokok->snack_dessert; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0802,kue satu,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0803,kue semprong,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0804,kue sus,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0805,kue talam,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0806,kue tambang,suitable_breakfast:False->True; suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0807,kue thipan,suitable_lunch:True->False; suitable_dinner:True->False,sweet_snack,sweet_snack,True,
FD0808,kulit melinjo,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,not_normal_serving_food|unclear_food_context
FD0811,kura-kura,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False; is_halal_candidate:False->True,unknown,invalid,False,unclear_food_context
FD0812,kwaci,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0813,kwark quark,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
FD0814,labu air,recommendation_item_type:drink->vegetable; is_recommendable_food:True->False; suitable_breakfast:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0815,labu kuning segar,raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0816,labu siam,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0817,labu waluh segar,raw_ingredient_flag:False->True; is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation|raw_item_requires_preparation
FD0818,laksa,suitable_breakfast:False->True,complete_menu,complete,True,
FD0819,lamtoro pete cina biji muda,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,raw_vegetable,invalid,False,raw_vegetable_requires_preparation
FD0820,lamtoro biji tua,is_recommendable_food:True->False; suitable_lunch:True->False; suitable_dinner:True->False,unknown,invalid,False,unclear_food_context
